#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADH1B	ALDH9A1	9606.ENSP00000306606	9606.ENSP00000346827	0.048	0	0	0	0.120	0	0.706	0.457	0.849
ADH1B	ALDH3A1	9606.ENSP00000306606	9606.ENSP00000411821	0.048	0.001	0	0	0.120	0	0.706	0.488	0.857
ADH1B	ALDH3A2	9606.ENSP00000306606	9606.ENSP00000345774	0.048	0	0	0	0.125	0	0.706	0.499	0.861
ADH1B	ESD	9606.ENSP00000306606	9606.ENSP00000367992	0.099	0.249	0	0	0.609	0.071	0.429	0.217	0.864
ADH1B	ALDH1B1	9606.ENSP00000306606	9606.ENSP00000366927	0.048	0.001	0	0	0.107	0	0.706	0.607	0.889
ADH1B	PNPLA4	9606.ENSP00000306606	9606.ENSP00000370430	0	0	0	0	0.044	0	0.900	0.043	0.900
ADH1B	CYP27C1	9606.ENSP00000306606	9606.ENSP00000334128	0.042	0	0	0	0.048	0	0.900	0.064	0.903
ADH1B	AWAT2	9606.ENSP00000306606	9606.ENSP00000421172	0	0	0	0	0.060	0	0.900	0.078	0.905
ADH1B	DGAT1	9606.ENSP00000306606	9606.ENSP00000482264	0	0	0	0	0.067	0	0.900	0.072	0.905
ADH1B	LRAT	9606.ENSP00000306606	9606.ENSP00000337224	0	0	0	0	0	0	0.900	0.171	0.913
ADH1B	MAOB	9606.ENSP00000306606	9606.ENSP00000367309	0	0	0	0	0.148	0	0.908	0.226	0.934
ADH1B	COMT	9606.ENSP00000306606	9606.ENSP00000354511	0	0	0	0	0	0	0.900	0.393	0.936
ADH1B	MAOA	9606.ENSP00000306606	9606.ENSP00000340684	0	0	0	0	0.159	0	0.908	0.359	0.946
ADH1B	AOX1	9606.ENSP00000306606	9606.ENSP00000363832	0	0	0	0	0.263	0	0.900	0.406	0.952
ADH1B	AVP	9606.ENSP00000306606	9606.ENSP00000369647	0	0	0	0	0	0	0	0.969	0.969
ADH1B	ADH1C	9606.ENSP00000306606	9606.ENSP00000426083	0	0	0.047	0.986	0.478	0.621	0.900	0.378	0.986
ADH1B	CYP2E1	9606.ENSP00000306606	9606.ENSP00000440689	0.042	0	0	0	0.145	0	0.900	0.877	0.988
ADH1C	GSTA3	9606.ENSP00000426083	9606.ENSP00000211122	0	0	0	0	0.108	0.070	0.650	0.177	0.729
ADH1C	CYP26A1	9606.ENSP00000426083	9606.ENSP00000224356	0.042	0	0	0	0.085	0	0.900	0.265	0.926
ADH1C	GSTM2	9606.ENSP00000426083	9606.ENSP00000241337	0	0	0	0	0.073	0.070	0.650	0.108	0.695
ADH1C	ALDH1A2	9606.ENSP00000426083	9606.ENSP00000249750	0.048	0.001	0	0	0.110	0	0.706	0.295	0.801
ADH1C	BCO1	9606.ENSP00000426083	9606.ENSP00000258168	0	0	0	0	0.116	0	0.900	0.086	0.912
ADH1C	ALDH2	9606.ENSP00000426083	9606.ENSP00000261733	0.048	0.001	0	0	0.186	0	0.706	0.958	0.989
ADH1C	GSTT2B	9606.ENSP00000426083	9606.ENSP00000290765	0	0	0	0	0	0	0.650	0.293	0.742
ADH1C	HPGDS	9606.ENSP00000426083	9606.ENSP00000295256	0	0	0	0	0.133	0.079	0.650	0.150	0.730
ADH1C	RETSAT	9606.ENSP00000426083	9606.ENSP00000295802	0.043	0	0	0	0.094	0	0.900	0.131	0.914
ADH1C	ALDH1A1	9606.ENSP00000426083	9606.ENSP00000297785	0.048	0.001	0	0	0.205	0	0.706	0.687	0.921
ADH1C	UGT1A6	9606.ENSP00000426083	9606.ENSP00000303174	0	0	0	0	0.130	0	0.650	0.154	0.720
ADH1C	UGT1A1	9606.ENSP00000426083	9606.ENSP00000304845	0	0	0	0	0.130	0	0.650	0.140	0.715
ADH1C	LRTOMT	9606.ENSP00000426083	9606.ENSP00000305742	0	0	0	0	0	0	0.900	0.132	0.909
ADH1C	GSTM1	9606.ENSP00000426083	9606.ENSP00000311469	0	0	0	0	0.069	0.070	0.650	0.365	0.782
ADH1C	ALDH1A3	9606.ENSP00000426083	9606.ENSP00000332256	0.048	0.002	0	0	0.114	0	0.706	0.390	0.829
ADH1C	CYP27C1	9606.ENSP00000426083	9606.ENSP00000334128	0.042	0	0	0	0.048	0	0.900	0.064	0.903
ADH1C	GSTA1	9606.ENSP00000426083	9606.ENSP00000335620	0	0	0	0	0.172	0.070	0.650	0.269	0.776
ADH1C	LRAT	9606.ENSP00000426083	9606.ENSP00000337224	0	0	0	0	0.042	0	0.900	0.230	0.919
ADH1C	MAOA	9606.ENSP00000426083	9606.ENSP00000340684	0	0	0	0	0.151	0	0.908	0.249	0.936
ADH1C	UGT2B15	9606.ENSP00000426083	9606.ENSP00000341045	0	0	0	0	0.178	0	0.650	0.207	0.752
ADH1C	ALDH3A2	9606.ENSP00000426083	9606.ENSP00000345774	0.048	0	0	0	0.128	0	0.706	0.501	0.862
ADH1C	ALDH9A1	9606.ENSP00000426083	9606.ENSP00000346827	0.048	0.001	0	0	0.120	0	0.706	0.483	0.856
ADH1C	COMT	9606.ENSP00000426083	9606.ENSP00000354511	0	0	0	0	0	0	0.900	0.305	0.927
ADH1C	MGST3	9606.ENSP00000426083	9606.ENSP00000356864	0	0	0	0	0.056	0	0.650	0.115	0.682
ADH1C	GSTA4	9606.ENSP00000426083	9606.ENSP00000360002	0	0	0	0	0.067	0.070	0.650	0.125	0.698
ADH1C	GSTA5	9606.ENSP00000426083	9606.ENSP00000360028	0	0	0	0	0.081	0.070	0.650	0.125	0.703
ADH1C	UGT1A4	9606.ENSP00000426083	9606.ENSP00000362508	0	0	0	0	0.122	0	0.650	0.120	0.706
ADH1C	UGT1A7	9606.ENSP00000426083	9606.ENSP00000362525	0	0	0	0	0.060	0	0.650	0.155	0.697
ADH1C	UGT1A8	9606.ENSP00000426083	9606.ENSP00000362549	0	0	0	0	0.102	0	0.650	0.123	0.700
ADH1C	AOX1	9606.ENSP00000426083	9606.ENSP00000363832	0	0	0	0	0.104	0	0.900	0.304	0.932
ADH1C	ALDH1B1	9606.ENSP00000426083	9606.ENSP00000366927	0.048	0.001	0	0	0.107	0	0.706	0.604	0.888
ADH1C	MAOB	9606.ENSP00000426083	9606.ENSP00000367309	0	0	0	0	0.138	0	0.908	0.204	0.931
ADH1C	ESD	9606.ENSP00000426083	9606.ENSP00000367992	0.099	0.243	0	0	0.609	0.071	0.429	0.217	0.863
ADH1C	AVP	9606.ENSP00000426083	9606.ENSP00000369647	0	0	0	0	0	0	0	0.956	0.956
ADH1C	PNPLA4	9606.ENSP00000426083	9606.ENSP00000370430	0	0	0	0	0.049	0	0.900	0.043	0.901
ADH1C	ADH6	9606.ENSP00000426083	9606.ENSP00000378359	0	0	0.058	0.965	0.254	0	0.500	0.073	0.630
ADH1C	MGST1	9606.ENSP00000426083	9606.ENSP00000379512	0	0	0	0	0.110	0	0.650	0.172	0.719
ADH1C	ADHFE1	9606.ENSP00000426083	9606.ENSP00000379865	0	0	0	0	0.079	0.460	0.325	0.365	0.758
ADH1C	GSTP1	9606.ENSP00000426083	9606.ENSP00000381607	0	0	0	0	0.064	0.096	0.650	0.294	0.762
ADH1C	ALDH7A1	9606.ENSP00000426083	9606.ENSP00000387123	0.048	0	0	0	0.125	0	0.714	0.380	0.833
ADH1C	ALDH3A1	9606.ENSP00000426083	9606.ENSP00000411821	0.048	0	0	0	0.197	0	0.706	0.473	0.866
ADH1C	GSTA2	9606.ENSP00000426083	9606.ENSP00000420168	0	0	0	0	0.133	0.070	0.650	0.220	0.750
ADH1C	AWAT2	9606.ENSP00000426083	9606.ENSP00000421172	0	0	0	0	0.060	0	0.900	0.078	0.905
ADH1C	ALDH3B1	9606.ENSP00000426083	9606.ENSP00000473990	0.048	0	0	0	0.109	0	0.706	0.390	0.828
ADH1C	ALDH3B2	9606.ENSP00000426083	9606.ENSP00000501254	0.048	0	0	0	0.107	0	0.706	0.459	0.847
ADH1C	DGAT1	9606.ENSP00000426083	9606.ENSP00000482264	0	0	0	0	0.067	0	0.900	0.069	0.905
ADH1C	CYP2E1	9606.ENSP00000426083	9606.ENSP00000440689	0.042	0	0	0	0.131	0	0.900	0.637	0.965
ADH6	GSTA3	9606.ENSP00000378359	9606.ENSP00000211122	0	0	0	0	0.147	0.070	0.650	0.220	0.754
ADH6	CYP26A1	9606.ENSP00000378359	9606.ENSP00000224356	0.042	0	0	0	0.084	0	0.900	0.521	0.952
ADH6	GSTM2	9606.ENSP00000378359	9606.ENSP00000241337	0	0	0	0	0.069	0.070	0.650	0.058	0.676
ADH6	ALDH1A2	9606.ENSP00000378359	9606.ENSP00000249750	0.048	0	0	0	0.126	0	0.706	0.229	0.787
ADH6	BCO1	9606.ENSP00000378359	9606.ENSP00000258168	0	0	0	0	0.111	0	0.900	0.043	0.907
ADH6	ALDH2	9606.ENSP00000378359	9606.ENSP00000261733	0.048	0	0	0	0.114	0	0.706	0.877	0.965
ADH6	GSTT2B	9606.ENSP00000378359	9606.ENSP00000290765	0	0	0	0	0	0	0.650	0.152	0.690
ADH6	HPGDS	9606.ENSP00000378359	9606.ENSP00000295256	0	0	0	0	0.067	0.079	0.650	0.249	0.743
ADH6	RETSAT	9606.ENSP00000378359	9606.ENSP00000295802	0.043	0	0	0	0.089	0	0.900	0.073	0.908
ADH6	ALDH1A1	9606.ENSP00000378359	9606.ENSP00000297785	0.048	0	0	0	0.135	0	0.706	0.702	0.918
ADH6	UGT1A6	9606.ENSP00000378359	9606.ENSP00000303174	0	0	0	0	0.122	0	0.650	0.191	0.729
ADH6	UGT1A1	9606.ENSP00000378359	9606.ENSP00000304845	0	0	0	0	0.109	0	0.650	0.180	0.722
ADH6	LRTOMT	9606.ENSP00000378359	9606.ENSP00000305742	0	0	0	0	0.043	0	0.900	0.063	0.902
ADH6	GSTM1	9606.ENSP00000378359	9606.ENSP00000311469	0	0	0	0	0.069	0.070	0.650	0.201	0.725
ADH6	ALDH1A3	9606.ENSP00000378359	9606.ENSP00000332256	0.048	0	0	0	0.107	0	0.706	0.297	0.801
ADH6	CYP27C1	9606.ENSP00000378359	9606.ENSP00000334128	0.042	0	0	0	0.048	0	0.900	0.064	0.903
ADH6	GSTA1	9606.ENSP00000378359	9606.ENSP00000335620	0	0	0	0	0.122	0.070	0.650	0.202	0.741
ADH6	LRAT	9606.ENSP00000378359	9606.ENSP00000337224	0	0	0	0	0.056	0	0.900	0.135	0.911
ADH6	MAOA	9606.ENSP00000378359	9606.ENSP00000340684	0	0	0	0	0.067	0	0.908	0.151	0.920
ADH6	UGT2B15	9606.ENSP00000378359	9606.ENSP00000341045	0	0	0	0	0.139	0	0.650	0.185	0.733
ADH6	ALDH3A2	9606.ENSP00000378359	9606.ENSP00000345774	0.048	0	0	0	0.115	0	0.706	0.575	0.881
ADH6	ALDH9A1	9606.ENSP00000378359	9606.ENSP00000346827	0.048	0	0	0	0.107	0	0.706	0.572	0.879
ADH6	COMT	9606.ENSP00000378359	9606.ENSP00000354511	0	0	0	0	0	0	0.900	0.426	0.940
ADH6	MGST3	9606.ENSP00000378359	9606.ENSP00000356864	0	0	0	0	0	0	0.650	0.214	0.713
ADH6	GSTA4	9606.ENSP00000378359	9606.ENSP00000360002	0	0	0	0	0.067	0.070	0.650	0.196	0.723
ADH6	GSTA5	9606.ENSP00000378359	9606.ENSP00000360028	0	0	0	0	0.074	0.070	0.650	0.224	0.735
ADH6	UGT1A4	9606.ENSP00000378359	9606.ENSP00000362508	0	0	0	0	0.099	0	0.650	0.192	0.723
ADH6	UGT1A7	9606.ENSP00000378359	9606.ENSP00000362525	0	0	0	0	0.060	0	0.650	0.162	0.700
ADH6	UGT1A8	9606.ENSP00000378359	9606.ENSP00000362549	0	0	0	0	0.144	0	0.650	0.180	0.733
ADH6	AOX1	9606.ENSP00000378359	9606.ENSP00000363832	0	0	0	0	0.105	0	0.900	0.317	0.933
ADH6	ALDH1B1	9606.ENSP00000378359	9606.ENSP00000366927	0.048	0	0	0	0.125	0	0.706	0.601	0.889
ADH6	MAOB	9606.ENSP00000378359	9606.ENSP00000367309	0	0	0	0	0.122	0	0.908	0.133	0.923
ADH6	ESD	9606.ENSP00000378359	9606.ENSP00000367992	0.099	0.300	0	0	0.609	0.071	0.429	0.385	0.900
ADH6	AVP	9606.ENSP00000378359	9606.ENSP00000369647	0	0	0	0	0	0	0	0.946	0.946
ADH6	PNPLA4	9606.ENSP00000378359	9606.ENSP00000370430	0	0	0	0	0.047	0	0.900	0.043	0.900
ADH6	MGST1	9606.ENSP00000378359	9606.ENSP00000379512	0	0	0	0	0.097	0	0.650	0.181	0.719
ADH6	GSTP1	9606.ENSP00000378359	9606.ENSP00000381607	0	0	0	0	0.064	0.096	0.650	0.175	0.722
ADH6	GSTA2	9606.ENSP00000378359	9606.ENSP00000420168	0	0	0	0	0.107	0.070	0.650	0.228	0.745
ADH6	ADHFE1	9606.ENSP00000378359	9606.ENSP00000379865	0	0	0	0	0.057	0.460	0.325	0.436	0.780
ADH6	ALDH3B2	9606.ENSP00000378359	9606.ENSP00000501254	0.048	0	0	0	0.107	0	0.706	0.361	0.819
ADH6	ALDH3B1	9606.ENSP00000378359	9606.ENSP00000473990	0.048	0	0	0	0.107	0	0.706	0.390	0.827
ADH6	ALDH3A1	9606.ENSP00000378359	9606.ENSP00000411821	0.048	0	0	0	0.124	0	0.706	0.383	0.829
ADH6	ALDH7A1	9606.ENSP00000378359	9606.ENSP00000387123	0.048	0	0	0	0.124	0	0.714	0.381	0.833
ADH6	AWAT2	9606.ENSP00000378359	9606.ENSP00000421172	0	0	0	0	0.060	0	0.900	0.078	0.905
ADH6	DGAT1	9606.ENSP00000378359	9606.ENSP00000482264	0	0	0	0	0.067	0	0.900	0.102	0.908
ADH6	CYP2E1	9606.ENSP00000378359	9606.ENSP00000440689	0.042	0	0	0	0.119	0	0.900	0.607	0.962
ADHFE1	CYP26A1	9606.ENSP00000379865	9606.ENSP00000224356	0.042	0	0	0	0	0	0.113	0.130	0.196
ADHFE1	GSTM2	9606.ENSP00000379865	9606.ENSP00000241337	0	0	0	0	0.091	0.071	0	0.098	0.172
ADHFE1	ALDH1A2	9606.ENSP00000379865	9606.ENSP00000249750	0.057	0	0	0	0.186	0.059	0.248	0.279	0.537
ADHFE1	BCO1	9606.ENSP00000379865	9606.ENSP00000258168	0	0	0	0	0.102	0	0	0.102	0.159
ADHFE1	ALDH2	9606.ENSP00000379865	9606.ENSP00000261733	0.057	0	0	0	0.203	0.059	0.248	0.162	0.474
ADHFE1	GSTT2B	9606.ENSP00000379865	9606.ENSP00000290765	0	0	0	0	0	0	0.142	0.165	0.253
ADHFE1	RETSAT	9606.ENSP00000379865	9606.ENSP00000295802	0.053	0	0	0	0.082	0	0.151	0.053	0.208
ADHFE1	ALDH1A1	9606.ENSP00000379865	9606.ENSP00000297785	0.057	0	0	0	0.202	0.059	0.248	0.161	0.473
ADHFE1	ALDH1A3	9606.ENSP00000379865	9606.ENSP00000332256	0.057	0	0	0	0.186	0.059	0.248	0.192	0.481
ADHFE1	ALDH3A2	9606.ENSP00000379865	9606.ENSP00000345774	0.057	0	0	0	0.198	0.059	0.248	0.252	0.527
ADHFE1	ALDH9A1	9606.ENSP00000379865	9606.ENSP00000346827	0.057	0	0	0	0.189	0.059	0.248	0.197	0.486
ADHFE1	ALDH1B1	9606.ENSP00000379865	9606.ENSP00000366927	0.057	0	0	0	0.186	0.059	0.248	0.220	0.499
ADHFE1	ESD	9606.ENSP00000379865	9606.ENSP00000367992	0	0	0	0	0	0	0	0.200	0.200
ADHFE1	AVP	9606.ENSP00000379865	9606.ENSP00000369647	0	0	0	0	0	0	0	0.828	0.828
ADHFE1	CYP2E1	9606.ENSP00000379865	9606.ENSP00000440689	0.042	0	0	0	0.116	0	0.113	0.131	0.260
ADHFE1	ALDH3B2	9606.ENSP00000379865	9606.ENSP00000501254	0.057	0	0	0	0.186	0.059	0.248	0.162	0.461
ADHFE1	ALDH3A1	9606.ENSP00000379865	9606.ENSP00000411821	0.057	0	0	0	0.186	0.059	0.248	0.162	0.461
ADHFE1	ALDH3B1	9606.ENSP00000379865	9606.ENSP00000473990	0.057	0	0	0	0.186	0.059	0.248	0.214	0.496
ADHFE1	ALDH7A1	9606.ENSP00000379865	9606.ENSP00000387123	0.057	0	0	0	0.186	0.085	0.248	0.194	0.497
ALDH1A1	GSTA3	9606.ENSP00000297785	9606.ENSP00000211122	0	0	0	0	0.074	0.053	0	0.203	0.241
ALDH1A1	CYP26A1	9606.ENSP00000297785	9606.ENSP00000224356	0	0	0	0	0.067	0.045	0.910	0.652	0.968
ALDH1A1	GSTM2	9606.ENSP00000297785	9606.ENSP00000241337	0	0	0	0	0.088	0.053	0	0.202	0.251
ALDH1A1	ALDH1A2	9606.ENSP00000297785	9606.ENSP00000249750	0	0	0.052	0.976	0.042	0.165	0.900	0.055	0.915
ALDH1A1	BCO1	9606.ENSP00000297785	9606.ENSP00000258168	0	0	0	0	0.106	0	0.900	0.451	0.946
ALDH1A1	ALDH2	9606.ENSP00000297785	9606.ENSP00000261733	0	0	0.054	0.972	0.235	0.165	0	0.066	0.360
ALDH1A1	GSTT2B	9606.ENSP00000297785	9606.ENSP00000290765	0	0	0	0	0.068	0	0	0.193	0.216
