#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACSS2	ALDH4A1	9606.ENSP00000253382	9606.ENSP00000364490	0.041	0	0	0	0.222	0.051	0.185	0.204	0.457
ACSS2	MRTFA	9606.ENSP00000253382	9606.ENSP00000498671	0.053	0	0	0	0.055	0	0.368	0.185	0.477
ACSS2	H6PD	9606.ENSP00000253382	9606.ENSP00000473348	0.055	0	0	0	0.049	0	0	0.502	0.513
ACSS2	DGAT1	9606.ENSP00000253382	9606.ENSP00000482264	0	0	0	0	0.138	0	0	0.493	0.544
ACSS2	MDH2	9606.ENSP00000253382	9606.ENSP00000327070	0	0	0	0	0.125	0.091	0.115	0.518	0.615
ACSS2	ALDH1A3	9606.ENSP00000253382	9606.ENSP00000332256	0.041	0	0	0	0.207	0.060	0.185	0.529	0.676
ACSS2	AOX1	9606.ENSP00000253382	9606.ENSP00000363832	0	0	0	0	0.057	0	0.800	0.098	0.815
ACSS2	ALDH7A1	9606.ENSP00000253382	9606.ENSP00000387123	0.041	0	0	0	0.207	0.051	0.915	0.211	0.942
ACSS2	ALDH1B1	9606.ENSP00000253382	9606.ENSP00000366927	0.041	0	0	0	0.207	0.060	0.915	0.227	0.944
ACSS2	ALDH3A1	9606.ENSP00000253382	9606.ENSP00000411821	0.041	0	0	0	0.207	0.051	0.915	0.233	0.944
ACSS2	ALDH9A1	9606.ENSP00000253382	9606.ENSP00000346827	0.041	0	0	0	0.214	0.060	0.915	0.236	0.945
ACSS2	ALDH3B1	9606.ENSP00000253382	9606.ENSP00000473990	0.041	0	0	0	0.208	0.051	0.915	0.272	0.947
ACSS2	ALDH3A2	9606.ENSP00000253382	9606.ENSP00000345774	0.041	0	0	0	0.219	0.051	0.915	0.270	0.947
ACSS2	ALDH3B2	9606.ENSP00000253382	9606.ENSP00000501254	0.041	0	0	0	0.207	0.051	0.915	0.273	0.947
ACSS2	ALDH2	9606.ENSP00000253382	9606.ENSP00000261733	0.041	0	0	0	0.226	0.060	0.915	0.346	0.954
ACTR3	ADH1A	9606.ENSP00000263238	9606.ENSP00000209668	0	0	0	0	0	0	0	0.441	0.441
ACTR3	TPI1	9606.ENSP00000263238	9606.ENSP00000229270	0	0	0	0	0.073	0.092	0	0.193	0.262
ACTR3	AVIL	9606.ENSP00000263238	9606.ENSP00000257861	0	0	0	0	0	0.095	0	0.876	0.883
ACTR3	MDH2	9606.ENSP00000263238	9606.ENSP00000327070	0	0	0	0	0.094	0.066	0	0.080	0.154
ACTR3	MAOA	9606.ENSP00000263238	9606.ENSP00000340684	0	0	0	0	0.139	0	0	0.073	0.167
ACTR3	MAOB	9606.ENSP00000263238	9606.ENSP00000367309	0	0	0	0	0.141	0	0	0.073	0.170
ACTR3	LDHC	9606.ENSP00000263238	9606.ENSP00000437783	0	0	0	0	0.055	0.066	0	0.151	0.186
ACTR3	H6PD	9606.ENSP00000263238	9606.ENSP00000473348	0	0	0	0	0.114	0.071	0	0.090	0.186
ACTR3	GSTP1	9606.ENSP00000263238	9606.ENSP00000381607	0	0	0	0	0.058	0.071	0	0.149	0.191
ACTR3	LDHAL6B	9606.ENSP00000263238	9606.ENSP00000302393	0	0	0	0	0.055	0.066	0	0.172	0.205
ACTR3	LDHAL6A	9606.ENSP00000263238	9606.ENSP00000280706	0	0	0	0	0.055	0.066	0	0.173	0.206
ACTR3	GSTO1	9606.ENSP00000263238	9606.ENSP00000358727	0	0	0	0	0.095	0	0	0.164	0.212
ACTR3	CDH2	9606.ENSP00000263238	9606.ENSP00000269141	0	0	0	0	0.049	0.069	0	0.264	0.291
ACTR3	PGK1	9606.ENSP00000263238	9606.ENSP00000362413	0	0	0	0	0.302	0.093	0	0.186	0.440
ADCY10	ADH1A	9606.ENSP00000356825	9606.ENSP00000209668	0	0	0	0	0.050	0	0	0.448	0.454
ADCY10	CLC	9606.ENSP00000356825	9606.ENSP00000221804	0	0	0	0	0	0.059	0	0.353	0.365
ADCY10	TPI1	9606.ENSP00000356825	9606.ENSP00000229270	0	0	0	0	0	0	0	0.281	0.281
ADCY10	CDH2	9606.ENSP00000356825	9606.ENSP00000269141	0	0	0	0	0	0	0	0.204	0.204
ADCY10	LGALS4	9606.ENSP00000356825	9606.ENSP00000302100	0	0	0	0	0	0.059	0	0.567	0.575
ADCY10	ADH4	9606.ENSP00000356825	9606.ENSP00000424630	0	0	0	0	0.063	0	0	0.161	0.181
ADCY10	AVP	9606.ENSP00000356825	9606.ENSP00000369647	0	0	0	0	0.042	0	0	0.228	0.228
ADCY10	H6PD	9606.ENSP00000356825	9606.ENSP00000473348	0	0	0	0	0	0.060	0	0.221	0.236
ADCY10	ALDH7A1	9606.ENSP00000356825	9606.ENSP00000387123	0	0	0	0	0.059	0.071	0	0.401	0.431
ADCY10	PGK1	9606.ENSP00000356825	9606.ENSP00000362413	0	0	0	0	0	0.048	0	0.473	0.477
ADCY10	ESD	9606.ENSP00000356825	9606.ENSP00000367992	0	0	0	0	0	0	0	0.572	0.572
ADCY10	PAICS	9606.ENSP00000356825	9606.ENSP00000382595	0	0	0	0	0	0.053	0	0.583	0.588
ADCY10	AOX1	9606.ENSP00000356825	9606.ENSP00000363832	0	0	0	0	0	0.048	0	0.600	0.603
ADCY10	CHD7	9606.ENSP00000356825	9606.ENSP00000392028	0	0	0	0	0.055	0.102	0	0.768	0.785
ADH1A	NRXN3	9606.ENSP00000209668	9606.ENSP00000489551	0	0	0	0	0.049	0	0	0.435	0.439
ADH1A	TPI1	9606.ENSP00000209668	9606.ENSP00000229270	0	0	0	0	0.103	0	0	0.410	0.448
ADH1A	MDH2	9606.ENSP00000209668	9606.ENSP00000327070	0	0	0	0	0.059	0.077	0	0.418	0.450
ADH1A	EMCN	9606.ENSP00000209668	9606.ENSP00000296420	0	0	0	0	0.180	0	0	0.361	0.454
ADH1A	ALDH4A1	9606.ENSP00000209668	9606.ENSP00000364490	0.048	0	0	0	0.107	0	0.197	0.303	0.460
ADH1A	ALDH1L1	9606.ENSP00000209668	9606.ENSP00000273450	0.048	0	0	0	0.197	0	0.197	0.227	0.462
ADH1A	LDHC	9606.ENSP00000209668	9606.ENSP00000437783	0	0	0	0	0.052	0.092	0	0.440	0.476
ADH1A	RDH5	9606.ENSP00000209668	9606.ENSP00000257895	0	0	0	0	0.111	0	0	0.445	0.485
ADH1A	MRTFA	9606.ENSP00000209668	9606.ENSP00000498671	0	0	0	0	0	0.302	0.152	0.204	0.487
ADH1A	DERA	9606.ENSP00000209668	9606.ENSP00000416583	0.042	0	0	0	0.060	0	0	0.479	0.489
ADH1A	ALDH8A1	9606.ENSP00000209668	9606.ENSP00000265605	0.048	0.001	0	0	0.110	0	0.197	0.338	0.490
ADH1A	PGK1	9606.ENSP00000209668	9606.ENSP00000362413	0	0	0	0	0.067	0	0	0.491	0.504
ADH1A	CHRM2	9606.ENSP00000209668	9606.ENSP00000399745	0	0	0	0	0	0	0	0.506	0.506
ADH1A	H6PD	9606.ENSP00000209668	9606.ENSP00000473348	0	0	0	0	0.088	0	0	0.480	0.506
ADH1A	LDHAL6A	9606.ENSP00000209668	9606.ENSP00000280706	0	0	0	0	0.052	0.092	0	0.483	0.516
ADH1A	CLC	9606.ENSP00000209668	9606.ENSP00000221804	0	0	0	0	0	0	0	0.517	0.517
ADH1A	PAICS	9606.ENSP00000209668	9606.ENSP00000382595	0	0	0	0	0.067	0	0	0.506	0.519
ADH1A	LGALS4	9606.ENSP00000209668	9606.ENSP00000302100	0	0	0	0	0.068	0	0	0.506	0.520
ADH1A	LDHAL6B	9606.ENSP00000209668	9606.ENSP00000302393	0	0	0	0	0.052	0.092	0	0.489	0.522
ADH1A	ADH7	9606.ENSP00000209668	9606.ENSP00000420269	0	0	0.054	0.972	0.097	0	0.500	0.067	0.548
ADH1A	RDH10	9606.ENSP00000209668	9606.ENSP00000240285	0	0	0	0	0.085	0.046	0.177	0.445	0.548
ADH1A	ANKK1	9606.ENSP00000209668	9606.ENSP00000306678	0	0	0	0	0.048	0	0	0.569	0.572
ADH1A	TAS2R16	9606.ENSP00000209668	9606.ENSP00000249284	0	0	0	0	0.042	0	0	0.590	0.590
ADH1A	AVIL	9606.ENSP00000209668	9606.ENSP00000257861	0	0	0	0	0.056	0	0	0.588	0.594
ADH1A	CHD7	9606.ENSP00000209668	9606.ENSP00000392028	0	0	0	0	0	0	0	0.602	0.602
ADH1A	ADH4	9606.ENSP00000209668	9606.ENSP00000424630	0	0	0.061	0.959	0.212	0	0.500	0.079	0.613
ADH1A	CDH2	9606.ENSP00000209668	9606.ENSP00000269141	0	0	0	0	0	0	0	0.639	0.639
ADH1A	RBP1	9606.ENSP00000209668	9606.ENSP00000232219	0	0	0	0	0.062	0	0	0.654	0.662
ADH1A	UGT2B11	9606.ENSP00000209668	9606.ENSP00000387683	0	0	0	0	0.060	0	0.650	0.072	0.668
ADH1A	ENSP00000428055	9606.ENSP00000209668	9606.ENSP00000428055	0	0	0	0	0.057	0.460	0.325	0.166	0.674
ADH1A	UGT2A2	9606.ENSP00000209668	9606.ENSP00000475028	0	0	0	0	0.060	0	0.650	0.100	0.678
ADH1A	UGT1A9	9606.ENSP00000209668	9606.ENSP00000346768	0	0	0	0	0.101	0	0.650	0.060	0.678
ADH1A	UGT1A5	9606.ENSP00000209668	9606.ENSP00000362513	0	0	0	0	0.060	0	0.650	0.100	0.678
ADH1A	UGT1A3	9606.ENSP00000209668	9606.ENSP00000418532	0	0	0	0	0.090	0	0.650	0.074	0.679
ADH1A	UGT2B28	9606.ENSP00000209668	9606.ENSP00000334276	0	0	0	0	0.065	0	0.650	0.100	0.680
ADH1A	UGT2B7	9606.ENSP00000209668	9606.ENSP00000304811	0	0	0	0	0.092	0	0.650	0.084	0.683
ADH1A	GSTM5	9606.ENSP00000209668	9606.ENSP00000256593	0	0	0	0	0.090	0.070	0.650	0.059	0.684
ADH1A	MGST2	9606.ENSP00000209668	9606.ENSP00000482639	0	0	0	0	0.056	0	0.650	0.125	0.685
ADH1A	UGT2B10	9606.ENSP00000209668	9606.ENSP00000265403	0	0	0	0	0.092	0	0.650	0.096	0.687
ADH1A	UGT2A3	9606.ENSP00000209668	9606.ENSP00000251566	0	0	0	0	0.080	0	0.650	0.113	0.689
ADH1A	GSTO2	9606.ENSP00000209668	9606.ENSP00000345023	0	0	0	0	0	0	0.650	0.154	0.691
ADH1A	GSTM3	9606.ENSP00000209668	9606.ENSP00000354357	0	0	0	0	0.073	0.070	0.650	0.118	0.698
ADH1A	UGT2B17	9606.ENSP00000209668	9606.ENSP00000320401	0	0	0	0	0.065	0	0.650	0.154	0.699
ADH1A	GSTO1	9606.ENSP00000209668	9606.ENSP00000358727	0	0	0	0	0	0	0.650	0.178	0.700
ADH1A	GSTM4	9606.ENSP00000209668	9606.ENSP00000358851	0	0	0	0	0.067	0.070	0.650	0.133	0.701
ADH1A	UGT2B4	9606.ENSP00000209668	9606.ENSP00000305221	0	0	0	0	0.100	0	0.650	0.129	0.701
ADH1A	UGT1A10	9606.ENSP00000209668	9606.ENSP00000343838	0	0	0	0	0.060	0	0.650	0.187	0.709
ADH1A	GSTA5	9606.ENSP00000209668	9606.ENSP00000360028	0	0	0	0	0.075	0.070	0.650	0.151	0.710
ADH1A	UGT1A7	9606.ENSP00000209668	9606.ENSP00000362525	0	0	0	0	0.060	0	0.650	0.191	0.710
ADH1A	UGT2B15	9606.ENSP00000209668	9606.ENSP00000341045	0	0	0	0	0.135	0	0.650	0.130	0.713
ADH1A	GSTA4	9606.ENSP00000209668	9606.ENSP00000360002	0	0	0	0	0.069	0.070	0.650	0.164	0.713
ADH1A	GSTM2	9606.ENSP00000209668	9606.ENSP00000241337	0	0	0	0	0.072	0.070	0.650	0.167	0.714
ADH1A	UGT1A1	9606.ENSP00000209668	9606.ENSP00000304845	0	0	0	0	0.080	0	0.650	0.191	0.716
ADH1A	UGT1A8	9606.ENSP00000209668	9606.ENSP00000362549	0	0	0	0	0.081	0	0.650	0.192	0.717
ADH1A	ADH6	9606.ENSP00000209668	9606.ENSP00000378359	0	0	0.057	0.966	0.139	0	0.500	0.386	0.717
ADH1A	GSTT2B	9606.ENSP00000209668	9606.ENSP00000290765	0	0	0	0	0	0	0.650	0.230	0.719
ADH1A	MGST3	9606.ENSP00000209668	9606.ENSP00000356864	0	0	0	0	0.056	0	0.650	0.222	0.720
ADH1A	GSTA3	9606.ENSP00000209668	9606.ENSP00000211122	0	0	0	0	0.084	0.070	0.650	0.202	0.730
ADH1A	UGT1A6	9606.ENSP00000209668	9606.ENSP00000303174	0	0	0	0	0.082	0	0.650	0.229	0.731
ADH1A	UGT1A4	9606.ENSP00000209668	9606.ENSP00000362508	0	0	0	0	0.122	0	0.650	0.203	0.733
ADH1A	MGST1	9606.ENSP00000209668	9606.ENSP00000379512	0	0	0	0	0.103	0	0.650	0.227	0.736
ADH1A	GSTA2	9606.ENSP00000209668	9606.ENSP00000420168	0	0	0	0	0.099	0.070	0.650	0.220	0.740
ADH1A	GSTA1	9606.ENSP00000209668	9606.ENSP00000335620	0	0	0	0	0.110	0.070	0.650	0.227	0.746
ADH1A	GSTM1	9606.ENSP00000209668	9606.ENSP00000311469	0	0	0	0	0.072	0.070	0.650	0.270	0.750
ADH1A	ADHFE1	9606.ENSP00000209668	9606.ENSP00000379865	0	0	0	0	0.078	0.460	0.325	0.390	0.767
ADH1A	ALDH3B1	9606.ENSP00000209668	9606.ENSP00000473990	0.048	0	0	0	0.107	0	0.706	0.345	0.815
ADH1A	ALDH1A2	9606.ENSP00000209668	9606.ENSP00000249750	0.048	0.001	0	0	0.119	0	0.706	0.399	0.832
ADH1A	ALDH7A1	9606.ENSP00000209668	9606.ENSP00000387123	0.048	0	0	0	0.120	0	0.714	0.392	0.835
ADH1A	GSTP1	9606.ENSP00000209668	9606.ENSP00000381607	0	0	0	0	0.064	0.096	0.650	0.517	0.837
ADH1A	ALDH3B2	9606.ENSP00000209668	9606.ENSP00000501254	0.048	0	0	0	0.107	0	0.706	0.432	0.839
ADH1A	HPGDS	9606.ENSP00000209668	9606.ENSP00000295256	0	0	0	0	0.133	0.079	0.650	0.510	0.844
ADH1A	ALDH3A1	9606.ENSP00000209668	9606.ENSP00000411821	0.048	0.001	0	0	0.145	0	0.706	0.432	0.846
ADH1A	ALDH1A3	9606.ENSP00000209668	9606.ENSP00000332256	0.048	0.002	0	0	0.114	0	0.706	0.483	0.855
ADH1A	ALDH3A2	9606.ENSP00000209668	9606.ENSP00000345774	0.048	0	0	0	0.119	0	0.706	0.500	0.860
ADH1A	ALDH9A1	9606.ENSP00000209668	9606.ENSP00000346827	0.048	0	0	0	0.122	0	0.706	0.510	0.864
ADH1A	ALDH1B1	9606.ENSP00000209668	9606.ENSP00000366927	0.048	0.001	0	0	0.107	0	0.706	0.539	0.870
ADH1A	ESD	9606.ENSP00000209668	9606.ENSP00000367992	0.099	0.239	0	0	0.609	0.071	0.429	0.285	0.874
ADH1A	PNPLA4	9606.ENSP00000209668	9606.ENSP00000370430	0	0	0	0	0.049	0	0.900	0.043	0.901
ADH1A	CYP27C1	9606.ENSP00000209668	9606.ENSP00000334128	0.042	0	0	0	0.048	0	0.900	0.064	0.903
ADH1A	LRTOMT	9606.ENSP00000209668	9606.ENSP00000305742	0	0	0	0	0	0	0.900	0.105	0.906
ADH1A	AWAT2	9606.ENSP00000209668	9606.ENSP00000421172	0	0	0	0	0.060	0	0.900	0.103	0.908
ADH1A	COMT	9606.ENSP00000209668	9606.ENSP00000354511	0	0	0	0	0	0	0.900	0.174	0.913
ADH1A	RETSAT	9606.ENSP00000209668	9606.ENSP00000295802	0.043	0	0	0	0.089	0	0.900	0.189	0.919
ADH1A	BCO1	9606.ENSP00000209668	9606.ENSP00000258168	0	0	0	0	0.093	0	0.900	0.182	0.919
ADH1A	DGAT1	9606.ENSP00000209668	9606.ENSP00000482264	0	0	0	0	0.067	0	0.900	0.202	0.919
ADH1A	MAOB	9606.ENSP00000209668	9606.ENSP00000367309	0	0	0	0	0.138	0	0.908	0.168	0.928
ADH1A	LRAT	9606.ENSP00000209668	9606.ENSP00000337224	0	0	0	0	0	0	0.900	0.355	0.932
ADH1A	MAOA	9606.ENSP00000209668	9606.ENSP00000340684	0	0	0	0	0.147	0	0.908	0.215	0.933
ADH1A	CYP26A1	9606.ENSP00000209668	9606.ENSP00000224356	0.042	0	0	0	0.067	0	0.900	0.382	0.937
ADH1A	AOX1	9606.ENSP00000209668	9606.ENSP00000363832	0	0	0	0	0.128	0	0.900	0.396	0.942
ADH1A	ALDH1A1	9606.ENSP00000209668	9606.ENSP00000297785	0.048	0.001	0	0	0.127	0	0.706	0.853	0.959
ADH1A	CYP2E1	9606.ENSP00000209668	9606.ENSP00000440689	0.042	0	0	0	0.152	0	0.900	0.607	0.963
ADH1A	AVP	9606.ENSP00000209668	9606.ENSP00000369647	0	0	0	0	0	0	0	0.963	0.963
ADH1A	ALDH2	9606.ENSP00000209668	9606.ENSP00000261733	0.048	0.001	0	0	0.170	0	0.706	0.906	0.975
ADH1A	ADH1C	9606.ENSP00000209668	9606.ENSP00000426083	0	0	0.048	0.985	0.777	0	0.900	0.302	0.983
ADH1A	ADH1B	9606.ENSP00000209668	9606.ENSP00000306606	0	0	0.048	0.985	0.631	0.300	0.900	0.629	0.989
ADH1B	GSTA3	9606.ENSP00000306606	9606.ENSP00000211122	0	0	0	0	0.081	0.070	0.650	0.079	0.687
ADH1B	CLC	9606.ENSP00000306606	9606.ENSP00000221804	0	0	0	0	0.042	0	0	0.290	0.290
ADH1B	CYP26A1	9606.ENSP00000306606	9606.ENSP00000224356	0.042	0	0	0	0.067	0	0.900	0.221	0.921
ADH1B	TPI1	9606.ENSP00000306606	9606.ENSP00000229270	0	0	0	0	0.103	0	0	0.274	0.321
ADH1B	RBP1	9606.ENSP00000306606	9606.ENSP00000232219	0	0	0	0	0.059	0	0	0.175	0.190
ADH1B	RDH10	9606.ENSP00000306606	9606.ENSP00000240285	0	0	0	0	0.067	0.046	0.177	0.228	0.359
ADH1B	GSTM2	9606.ENSP00000306606	9606.ENSP00000241337	0	0	0	0	0.074	0.070	0.650	0.100	0.692
ADH1B	TAS2R16	9606.ENSP00000306606	9606.ENSP00000249284	0	0	0	0	0	0	0	0.548	0.548
ADH1B	ALDH1A2	9606.ENSP00000306606	9606.ENSP00000249750	0.048	0.001	0	0	0.131	0	0.706	0.319	0.813
ADH1B	UGT2A3	9606.ENSP00000306606	9606.ENSP00000251566	0	0	0	0	0.081	0	0.650	0.205	0.722
ADH1B	GSTM5	9606.ENSP00000306606	9606.ENSP00000256593	0	0	0	0	0.126	0.070	0.650	0.227	0.750
ADH1B	RDH5	9606.ENSP00000306606	9606.ENSP00000257895	0	0	0	0	0.115	0	0	0.290	0.344
ADH1B	BCO1	9606.ENSP00000306606	9606.ENSP00000258168	0	0	0	0	0.087	0	0.900	0.150	0.915
ADH1B	ALDH2	9606.ENSP00000306606	9606.ENSP00000261733	0.048	0.001	0	0	0.147	0	0.706	0.984	0.995
ADH1B	UGT2B10	9606.ENSP00000306606	9606.ENSP00000265403	0	0	0	0	0.060	0	0.650	0.170	0.703
ADH1B	ALDH8A1	9606.ENSP00000306606	9606.ENSP00000265605	0.048	0.002	0	0	0.114	0	0.197	0.246	0.421
ADH1B	ALDH1L1	9606.ENSP00000306606	9606.ENSP00000273450	0.048	0	0	0	0.157	0	0.197	0.227	0.435
ADH1B	LDHAL6A	9606.ENSP00000306606	9606.ENSP00000280706	0	0	0	0	0.052	0.092	0	0.463	0.497
ADH1B	GSTT2B	9606.ENSP00000306606	9606.ENSP00000290765	0	0	0	0	0	0	0.650	0.280	0.737
ADH1B	HPGDS	9606.ENSP00000306606	9606.ENSP00000295256	0	0	0	0	0.097	0.079	0.650	0.189	0.732
ADH1B	RETSAT	9606.ENSP00000306606	9606.ENSP00000295802	0.043	0	0	0	0.083	0	0.900	0.099	0.910
ADH1B	EMCN	9606.ENSP00000306606	9606.ENSP00000296420	0	0	0	0	0.147	0	0	0.117	0.215
ADH1B	ALDH1A1	9606.ENSP00000306606	9606.ENSP00000297785	0.048	0.002	0	0	0.145	0	0.706	0.814	0.949
ADH1B	LDHAL6B	9606.ENSP00000306606	9606.ENSP00000302393	0	0	0	0	0.052	0.092	0	0.450	0.485
ADH1B	UGT1A6	9606.ENSP00000306606	9606.ENSP00000303174	0	0	0	0	0.063	0	0.650	0.205	0.717
ADH1B	UGT2B7	9606.ENSP00000306606	9606.ENSP00000304811	0	0	0	0	0.060	0	0.650	0.203	0.714
ADH1B	UGT1A1	9606.ENSP00000306606	9606.ENSP00000304845	0	0	0	0	0.065	0	0.650	0.195	0.713
ADH1B	UGT2B4	9606.ENSP00000306606	9606.ENSP00000305221	0	0	0	0	0.080	0	0.650	0.172	0.710
ADH1B	LRTOMT	9606.ENSP00000306606	9606.ENSP00000305742	0	0	0	0	0	0	0.900	0.206	0.917
ADH1B	CHD7	9606.ENSP00000306606	9606.ENSP00000392028	0	0	0	0	0	0	0	0.194	0.194
ADH1B	PGK1	9606.ENSP00000306606	9606.ENSP00000362413	0	0	0	0	0.067	0	0	0.258	0.278
ADH1B	MDH2	9606.ENSP00000306606	9606.ENSP00000327070	0	0	0	0	0.059	0.077	0	0.350	0.386
ADH1B	LDHC	9606.ENSP00000306606	9606.ENSP00000437783	0	0	0	0	0.052	0.092	0	0.419	0.456
ADH1B	ALDH4A1	9606.ENSP00000306606	9606.ENSP00000364490	0.048	0	0	0	0.107	0	0.197	0.306	0.462
ADH1B	NRXN3	9606.ENSP00000306606	9606.ENSP00000489551	0	0	0	0	0.044	0	0	0.462	0.463
ADH1B	H6PD	9606.ENSP00000306606	9606.ENSP00000473348	0	0	0	0	0.088	0	0	0.451	0.478
ADH1B	MRTFA	9606.ENSP00000306606	9606.ENSP00000498671	0	0	0	0	0	0.302	0.152	0.204	0.487
ADH1B	DERA	9606.ENSP00000306606	9606.ENSP00000416583	0.042	0	0	0	0.060	0	0	0.489	0.499
ADH1B	ADH7	9606.ENSP00000306606	9606.ENSP00000420269	0	0	0.054	0.973	0.088	0	0.500	0.066	0.543
ADH1B	ADH4	9606.ENSP00000306606	9606.ENSP00000424630	0	0	0.060	0.961	0.131	0	0.500	0.067	0.568
ADH1B	CHRM2	9606.ENSP00000306606	9606.ENSP00000399745	0	0	0	0	0	0	0	0.614	0.614
ADH1B	MGST2	9606.ENSP00000306606	9606.ENSP00000482639	0	0	0	0	0.044	0	0.650	0.073	0.662
ADH1B	GSTO2	9606.ENSP00000306606	9606.ENSP00000345023	0	0	0	0	0	0	0.650	0.091	0.668
ADH1B	GSTM4	9606.ENSP00000306606	9606.ENSP00000358851	0	0	0	0	0.068	0.070	0.650	0	0.670
ADH1B	ENSP00000428055	9606.ENSP00000306606	9606.ENSP00000428055	0	0	0	0	0.057	0.460	0.325	0.166	0.674
ADH1B	GSTA5	9606.ENSP00000306606	9606.ENSP00000360028	0	0	0	0	0.067	0.070	0.650	0.059	0.675
ADH1B	MGST3	9606.ENSP00000306606	9606.ENSP00000356864	0	0	0	0	0	0	0.650	0.115	0.677
ADH1B	UGT1A9	9606.ENSP00000306606	9606.ENSP00000346768	0	0	0	0	0.060	0	0.650	0.104	0.680
ADH1B	UGT1A3	9606.ENSP00000306606	9606.ENSP00000418532	0	0	0	0	0.060	0	0.650	0.109	0.681
ADH1B	UGT2B11	9606.ENSP00000306606	9606.ENSP00000387683	0	0	0	0	0.060	0	0.650	0.117	0.684
ADH1B	UGT2B28	9606.ENSP00000306606	9606.ENSP00000334276	0	0	0	0	0.062	0	0.650	0.143	0.694
ADH1B	UGT2A2	9606.ENSP00000306606	9606.ENSP00000475028	0	0	0	0	0.060	0	0.650	0.152	0.696
ADH1B	GSTO1	9606.ENSP00000306606	9606.ENSP00000358727	0	0	0	0	0	0	0.650	0.182	0.701
ADH1B	MGST1	9606.ENSP00000306606	9606.ENSP00000379512	0	0	0	0	0.111	0	0.650	0.116	0.701
ADH1B	UGT1A5	9606.ENSP00000306606	9606.ENSP00000362513	0	0	0	0	0.060	0	0.650	0.167	0.702
ADH1B	UGT2B17	9606.ENSP00000306606	9606.ENSP00000320401	0	0	0	0	0.061	0	0.650	0.172	0.704
ADH1B	UGT1A8	9606.ENSP00000306606	9606.ENSP00000362549	0	0	0	0	0.062	0	0.650	0.172	0.704
